url,cookie_domain,cookie_name,cookie_value
https://shop.clifbar.com/collections/whey-protein,.clifbar.com,_cmp_a,%7B%22purposes%22%3A%7B%22a%22%3Atrue%2C%22p%22%3Atrue%2C%22m%22%3Atrue%2C%22t%22%3Atrue%7D%2C%22display_banner%22%3Afalse%2C%22sale_of_data_region%22%3Afalse%7D
https://shop.clifbar.com/collections/whey-protein,.clifbar.com,_landing_page,%2Fcollections%2Fwhey-protein
https://shop.clifbar.com/collections/whey-protein,.clifbar.com,_orig_referrer,
https://shop.clifbar.com/collections/whey-protein,.clifbar.com,_shopify_s,08bd525c-19c4-438d-9ead-8c9bbde0ab39
https://shop.clifbar.com/collections/whey-protein,.clifbar.com,_shopify_y,32a0067f-cec8-4b0a-999f-d9e32bbe0448
https://shop.clifbar.com/collections/whey-protein,.clifbar.com,_tracking_consent,%7B%22region%22%3A%22USCO%22%2C%22v%22%3A%222.1%22%2C%22reg%22%3A%22%22%2C%22con%22%3A%7B%22CMP%22%3A%7B%22s%22%3A%22%22%2C%22m%22%3A%22%22%2C%22a%22%3A%22%22%2C%22p%22%3A%22%22%7D%7D%7D
https://shop.clifbar.com/collections/whey-protein,shop.clifbar.com,cart_currency,USD
https://shop.clifbar.com/collections/whey-protein,shop.clifbar.com,localization,US
https://shop.clifbar.com/collections/whey-protein,shop.clifbar.com,secure_customer_sig,
https://shop.clifbar.com/collections/clif-nut-butter-bar,.clifbar.com,_cmp_a,%7B%22purposes%22%3A%7B%22a%22%3Atrue%2C%22p%22%3Atrue%2C%22m%22%3Atrue%2C%22t%22%3Atrue%7D%2C%22display_banner%22%3Afalse%2C%22sale_of_data_region%22%3Afalse%7D
https://shop.clifbar.com/collections/clif-nut-butter-bar,.clifbar.com,_landing_page,%2Fcollections%2Fclif-nut-butter-bar
https://shop.clifbar.com/collections/clif-nut-butter-bar,.clifbar.com,_orig_referrer,
https://shop.clifbar.com/collections/clif-nut-butter-bar,.clifbar.com,_shopify_s,6ca82354-3a06-4eed-a1f1-5dd11a30aa58
https://shop.clifbar.com/collections/clif-nut-butter-bar,.clifbar.com,_shopify_y,01b9873a-e9f4-43ba-a762-8c7f6f141491
https://shop.clifbar.com/collections/clif-nut-butter-bar,.clifbar.com,_tracking_consent,%7B%22con%22%3A%7B%22CMP%22%3A%7B%22s%22%3A%22%22%2C%22p%22%3A%22%22%2C%22m%22%3A%22%22%2C%22a%22%3A%22%22%7D%7D%2C%22v%22%3A%222.1%22%2C%22region%22%3A%22USCO%22%2C%22reg%22%3A%22%22%7D
https://shop.clifbar.com/collections/clif-nut-butter-bar,shop.clifbar.com,cart_currency,USD
https://shop.clifbar.com/collections/clif-nut-butter-bar,shop.clifbar.com,localization,US
https://shop.clifbar.com/collections/clif-nut-butter-bar,shop.clifbar.com,secure_customer_sig,
https://shop.clifbar.com/collections/athlete-series,.clifbar.com,_cmp_a,%7B%22purposes%22%3A%7B%22a%22%3Atrue%2C%22p%22%3Atrue%2C%22m%22%3Atrue%2C%22t%22%3Atrue%7D%2C%22display_banner%22%3Afalse%2C%22sale_of_data_region%22%3Afalse%7D
https://shop.clifbar.com/collections/athlete-series,.clifbar.com,_landing_page,%2Fcollections%2Fathlete-series
https://shop.clifbar.com/collections/athlete-series,.clifbar.com,_orig_referrer,
https://shop.clifbar.com/collections/athlete-series,.clifbar.com,_shopify_s,7222cb4a-03c9-434c-b42b-8547a9b74ef1
https://shop.clifbar.com/collections/athlete-series,.clifbar.com,_shopify_y,43ed8813-ffd6-4170-ad5e-bffb34b2a870
https://shop.clifbar.com/collections/athlete-series,.clifbar.com,_tracking_consent,%7B%22region%22%3A%22USCO%22%2C%22v%22%3A%222.1%22%2C%22reg%22%3A%22%22%2C%22con%22%3A%7B%22CMP%22%3A%7B%22m%22%3A%22%22%2C%22a%22%3A%22%22%2C%22s%22%3A%22%22%2C%22p%22%3A%22%22%7D%7D%7D
https://shop.clifbar.com/collections/athlete-series,shop.clifbar.com,cart_currency,USD
https://shop.clifbar.com/collections/athlete-series,shop.clifbar.com,localization,US
https://shop.clifbar.com/collections/athlete-series,shop.clifbar.com,secure_customer_sig,
https://shop.clifbar.com/collections/best-sellers,.clifbar.com,_cmp_a,%7B%22purposes%22%3A%7B%22a%22%3Atrue%2C%22p%22%3Atrue%2C%22m%22%3Atrue%2C%22t%22%3Atrue%7D%2C%22display_banner%22%3Afalse%2C%22sale_of_data_region%22%3Afalse%7D
https://shop.clifbar.com/collections/best-sellers,.clifbar.com,_landing_page,%2Fcollections%2Fbest-sellers
https://shop.clifbar.com/collections/best-sellers,.clifbar.com,_orig_referrer,
https://shop.clifbar.com/collections/best-sellers,.clifbar.com,_shopify_s,a4d49d60-996d-4250-9bff-3804486e1b26
https://shop.clifbar.com/collections/best-sellers,.clifbar.com,_shopify_y,aeab6138-2025-4abc-a348-8d79ddceef00
https://shop.clifbar.com/collections/best-sellers,.clifbar.com,_tracking_consent,%7B%22v%22%3A%222.1%22%2C%22reg%22%3A%22%22%2C%22con%22%3A%7B%22CMP%22%3A%7B%22m%22%3A%22%22%2C%22a%22%3A%22%22%2C%22p%22%3A%22%22%2C%22s%22%3A%22%22%7D%7D%2C%22region%22%3A%22USCO%22%7D
https://shop.clifbar.com/collections/best-sellers,shop.clifbar.com,cart_currency,USD
https://shop.clifbar.com/collections/best-sellers,shop.clifbar.com,localization,US
https://shop.clifbar.com/collections/best-sellers,shop.clifbar.com,secure_customer_sig,
https://shop.clifbar.com/collections/clif-family,.clifbar.com,_cmp_a,%7B%22purposes%22%3A%7B%22a%22%3Atrue%2C%22p%22%3Atrue%2C%22m%22%3Atrue%2C%22t%22%3Atrue%7D%2C%22display_banner%22%3Afalse%2C%22sale_of_data_region%22%3Afalse%7D
https://shop.clifbar.com/collections/clif-family,.clifbar.com,_landing_page,%2Fcollections%2Fclif-family
https://shop.clifbar.com/collections/clif-family,.clifbar.com,_orig_referrer,
https://shop.clifbar.com/collections/clif-family,.clifbar.com,_shopify_s,b730695e-6f8f-469c-9c70-20e7265a64b8
https://shop.clifbar.com/collections/clif-family,.clifbar.com,_shopify_y,347b5c61-6449-4b98-9e97-3448e38e7ee8
https://shop.clifbar.com/collections/clif-family,.clifbar.com,_tracking_consent,%7B%22reg%22%3A%22%22%2C%22con%22%3A%7B%22CMP%22%3A%7B%22s%22%3A%22%22%2C%22p%22%3A%22%22%2C%22m%22%3A%22%22%2C%22a%22%3A%22%22%7D%7D%2C%22region%22%3A%22USCO%22%2C%22v%22%3A%222.1%22%7D
https://shop.clifbar.com/collections/clif-family,shop.clifbar.com,cart_currency,USD
https://shop.clifbar.com/collections/clif-family,shop.clifbar.com,localization,US
https://shop.clifbar.com/collections/clif-family,shop.clifbar.com,secure_customer_sig,
https://shop.clifbar.com/collections/clif-minis,.clifbar.com,_cmp_a,%7B%22purposes%22%3A%7B%22a%22%3Atrue%2C%22p%22%3Atrue%2C%22m%22%3Atrue%2C%22t%22%3Atrue%7D%2C%22display_banner%22%3Afalse%2C%22sale_of_data_region%22%3Afalse%7D
https://shop.clifbar.com/collections/clif-minis,.clifbar.com,_landing_page,%2Fcollections%2Fclif-minis
https://shop.clifbar.com/collections/clif-minis,.clifbar.com,_orig_referrer,
https://shop.clifbar.com/collections/clif-minis,.clifbar.com,_shopify_s,bcffebe1-a923-437d-bd13-d52ac0edc3c9
https://shop.clifbar.com/collections/clif-minis,.clifbar.com,_shopify_y,dbb2cd15-0c5d-4500-bf52-6f11a5efd6b3
https://shop.clifbar.com/collections/clif-minis,.clifbar.com,_tracking_consent,%7B%22v%22%3A%222.1%22%2C%22reg%22%3A%22%22%2C%22con%22%3A%7B%22CMP%22%3A%7B%22a%22%3A%22%22%2C%22p%22%3A%22%22%2C%22s%22%3A%22%22%2C%22m%22%3A%22%22%7D%7D%2C%22region%22%3A%22USCO%22%7D
https://shop.clifbar.com/collections/clif-minis,shop.clifbar.com,cart_currency,USD
https://shop.clifbar.com/collections/clif-minis,shop.clifbar.com,localization,US
https://shop.clifbar.com/collections/clif-minis,shop.clifbar.com,secure_customer_sig,
https://shop.clifbar.com/collections/clif-coffee-collection,.clifbar.com,_cmp_a,%7B%22purposes%22%3A%7B%22a%22%3Atrue%2C%22p%22%3Atrue%2C%22m%22%3Atrue%2C%22t%22%3Atrue%7D%2C%22display_banner%22%3Afalse%2C%22sale_of_data_region%22%3Afalse%7D
https://shop.clifbar.com/collections/clif-coffee-collection,.clifbar.com,_landing_page,%2Fcollections%2Fclif-coffee-collection
https://shop.clifbar.com/collections/clif-coffee-collection,.clifbar.com,_orig_referrer,
https://shop.clifbar.com/collections/clif-coffee-collection,.clifbar.com,_shopify_s,c1b1e5c1-1ff9-4ed3-aa7a-bbba1976af1c
https://shop.clifbar.com/collections/clif-coffee-collection,.clifbar.com,_shopify_y,1113940b-9955-4202-b26b-6f56f68f0967
https://shop.clifbar.com/collections/clif-coffee-collection,.clifbar.com,_tracking_consent,%7B%22v%22%3A%222.1%22%2C%22reg%22%3A%22%22%2C%22con%22%3A%7B%22CMP%22%3A%7B%22p%22%3A%22%22%2C%22s%22%3A%22%22%2C%22m%22%3A%22%22%2C%22a%22%3A%22%22%7D%7D%2C%22region%22%3A%22USCO%22%7D
https://shop.clifbar.com/collections/clif-coffee-collection,shop.clifbar.com,cart_currency,USD
https://shop.clifbar.com/collections/clif-coffee-collection,shop.clifbar.com,localization,US
https://shop.clifbar.com/collections/clif-coffee-collection,shop.clifbar.com,secure_customer_sig,
https://shop.clifbar.com/collections/exclusive,.clifbar.com,_cmp_a,%7B%22purposes%22%3A%7B%22a%22%3Atrue%2C%22p%22%3Atrue%2C%22m%22%3Atrue%2C%22t%22%3Atrue%7D%2C%22display_banner%22%3Afalse%2C%22sale_of_data_region%22%3Afalse%7D
https://shop.clifbar.com/collections/exclusive,.clifbar.com,_landing_page,%2Fcollections%2Fexclusive
https://shop.clifbar.com/collections/exclusive,.clifbar.com,_orig_referrer,
https://shop.clifbar.com/collections/exclusive,.clifbar.com,_shopify_s,d0f43409-8c29-4f2d-84c7-4968e60f8833
https://shop.clifbar.com/collections/exclusive,.clifbar.com,_shopify_y,989e0942-97f7-4dea-b7b6-b2b747bd5b67
https://shop.clifbar.com/collections/exclusive,.clifbar.com,_tracking_consent,%7B%22region%22%3A%22USCO%22%2C%22v%22%3A%222.1%22%2C%22reg%22%3A%22%22%2C%22con%22%3A%7B%22CMP%22%3A%7B%22m%22%3A%22%22%2C%22a%22%3A%22%22%2C%22s%22%3A%22%22%2C%22p%22%3A%22%22%7D%7D%7D
https://shop.clifbar.com/collections/exclusive,shop.clifbar.com,cart_currency,USD
https://shop.clifbar.com/collections/exclusive,shop.clifbar.com,localization,US
https://shop.clifbar.com/collections/exclusive,shop.clifbar.com,secure_customer_sig,
https://shop.clifbar.com/collections/sweet-salty,.clifbar.com,_cmp_a,%7B%22purposes%22%3A%7B%22a%22%3Atrue%2C%22p%22%3Atrue%2C%22m%22%3Atrue%2C%22t%22%3Atrue%7D%2C%22display_banner%22%3Afalse%2C%22sale_of_data_region%22%3Afalse%7D
https://shop.clifbar.com/collections/sweet-salty,.clifbar.com,_landing_page,%2Fcollections%2Fsweet-salty
https://shop.clifbar.com/collections/sweet-salty,.clifbar.com,_orig_referrer,
https://shop.clifbar.com/collections/sweet-salty,.clifbar.com,_shopify_s,8d34af2d-4a24-4755-98b1-98bf14a3fc61
https://shop.clifbar.com/collections/sweet-salty,.clifbar.com,_shopify_y,09ff97ab-d67c-4ce1-b568-901ef4c588d3
https://shop.clifbar.com/collections/sweet-salty,.clifbar.com,_tracking_consent,%7B%22v%22%3A%222.1%22%2C%22reg%22%3A%22%22%2C%22con%22%3A%7B%22CMP%22%3A%7B%22s%22%3A%22%22%2C%22p%22%3A%22%22%2C%22m%22%3A%22%22%2C%22a%22%3A%22%22%7D%7D%2C%22region%22%3A%22USCO%22%7D
https://shop.clifbar.com/collections/sweet-salty,shop.clifbar.com,cart_currency,USD
https://shop.clifbar.com/collections/sweet-salty,shop.clifbar.com,localization,US
https://shop.clifbar.com/collections/sweet-salty,shop.clifbar.com,secure_customer_sig,
https://shop.clifbar.com/collections/variety-packs,.clifbar.com,_cmp_a,%7B%22purposes%22%3A%7B%22a%22%3Atrue%2C%22p%22%3Atrue%2C%22m%22%3Atrue%2C%22t%22%3Atrue%7D%2C%22display_banner%22%3Afalse%2C%22sale_of_data_region%22%3Afalse%7D
https://shop.clifbar.com/collections/variety-packs,.clifbar.com,_landing_page,%2Fcollections%2Fvariety-packs
https://shop.clifbar.com/collections/variety-packs,.clifbar.com,_orig_referrer,
https://shop.clifbar.com/collections/variety-packs,.clifbar.com,_shopify_s,674f2851-4c91-4117-9e6d-905e105f22fc
https://shop.clifbar.com/collections/variety-packs,.clifbar.com,_shopify_y,764a044a-5c73-4d46-b034-69283353039e
https://shop.clifbar.com/collections/variety-packs,.clifbar.com,_tracking_consent,%7B%22v%22%3A%222.1%22%2C%22region%22%3A%22USCO%22%2C%22reg%22%3A%22%22%2C%22con%22%3A%7B%22CMP%22%3A%7B%22s%22%3A%22%22%2C%22m%22%3A%22%22%2C%22a%22%3A%22%22%2C%22p%22%3A%22%22%7D%7D%7D
https://shop.clifbar.com/collections/variety-packs,shop.clifbar.com,cart_currency,USD
https://shop.clifbar.com/collections/variety-packs,shop.clifbar.com,localization,US
https://shop.clifbar.com/collections/variety-packs,shop.clifbar.com,secure_customer_sig,
https://shop.clifbar.com/collections/builders,.clifbar.com,_cmp_a,%7B%22purposes%22%3A%7B%22a%22%3Atrue%2C%22p%22%3Atrue%2C%22m%22%3Atrue%2C%22t%22%3Atrue%7D%2C%22display_banner%22%3Afalse%2C%22sale_of_data_region%22%3Afalse%7D
https://shop.clifbar.com/collections/builders,.clifbar.com,_landing_page,%2Fcollections%2Fbuilders
https://shop.clifbar.com/collections/builders,.clifbar.com,_orig_referrer,
https://shop.clifbar.com/collections/builders,.clifbar.com,_shopify_s,f9d93cd4-df4d-4802-a056-bb63b89f63a3
https://shop.clifbar.com/collections/builders,.clifbar.com,_shopify_y,dfe917bf-8396-4b43-a23d-ab92cf003915
https://shop.clifbar.com/collections/builders,.clifbar.com,_tracking_consent,%7B%22region%22%3A%22USCO%22%2C%22reg%22%3A%22%22%2C%22con%22%3A%7B%22CMP%22%3A%7B%22a%22%3A%22%22%2C%22p%22%3A%22%22%2C%22s%22%3A%22%22%2C%22m%22%3A%22%22%7D%7D%2C%22v%22%3A%222.1%22%7D
https://shop.clifbar.com/collections/builders,shop.clifbar.com,cart_currency,USD
https://shop.clifbar.com/collections/builders,shop.clifbar.com,localization,US
https://shop.clifbar.com/collections/builders,shop.clifbar.com,secure_customer_sig,
https://shop.clifbar.com/collections/bloks-energy-chews,.clifbar.com,_cmp_a,%7B%22purposes%22%3A%7B%22a%22%3Atrue%2C%22p%22%3Atrue%2C%22m%22%3Atrue%2C%22t%22%3Atrue%7D%2C%22display_banner%22%3Afalse%2C%22sale_of_data_region%22%3Afalse%7D
https://shop.clifbar.com/collections/bloks-energy-chews,.clifbar.com,_landing_page,%2Fcollections%2Fbloks-energy-chews
https://shop.clifbar.com/collections/bloks-energy-chews,.clifbar.com,_orig_referrer,
https://shop.clifbar.com/collections/bloks-energy-chews,.clifbar.com,_shopify_s,ace1bdac-8b4b-4cd4-97ed-3e07e5e723b5
https://shop.clifbar.com/collections/bloks-energy-chews,.clifbar.com,_shopify_y,8d7c9c5a-fccc-49d7-9f9f-61431958bec8
https://shop.clifbar.com/collections/bloks-energy-chews,.clifbar.com,_tracking_consent,%7B%22region%22%3A%22USCO%22%2C%22reg%22%3A%22%22%2C%22con%22%3A%7B%22CMP%22%3A%7B%22s%22%3A%22%22%2C%22m%22%3A%22%22%2C%22a%22%3A%22%22%2C%22p%22%3A%22%22%7D%7D%2C%22v%22%3A%222.1%22%7D
https://shop.clifbar.com/collections/bloks-energy-chews,shop.clifbar.com,cart_currency,USD
https://shop.clifbar.com/collections/bloks-energy-chews,shop.clifbar.com,localization,US
https://shop.clifbar.com/collections/bloks-energy-chews,shop.clifbar.com,secure_customer_sig,
https://shop.clifbar.com/collections/low-glycemic,.clifbar.com,_cmp_a,%7B%22purposes%22%3A%7B%22a%22%3Atrue%2C%22p%22%3Atrue%2C%22m%22%3Atrue%2C%22t%22%3Atrue%7D%2C%22display_banner%22%3Afalse%2C%22sale_of_data_region%22%3Afalse%7D
https://shop.clifbar.com/collections/low-glycemic,.clifbar.com,_landing_page,%2Fcollections%2Flow-glycemic
https://shop.clifbar.com/collections/low-glycemic,.clifbar.com,_orig_referrer,
https://shop.clifbar.com/collections/low-glycemic,.clifbar.com,_shopify_s,2628ce42-7aba-4672-947c-06c6ba868184
https://shop.clifbar.com/collections/low-glycemic,.clifbar.com,_shopify_y,84f56a4e-df3c-4f65-8652-12db2211b3f3
https://shop.clifbar.com/collections/low-glycemic,.clifbar.com,_tracking_consent,%7B%22con%22%3A%7B%22CMP%22%3A%7B%22s%22%3A%22%22%2C%22p%22%3A%22%22%2C%22m%22%3A%22%22%2C%22a%22%3A%22%22%7D%7D%2C%22v%22%3A%222.1%22%2C%22region%22%3A%22USCO%22%2C%22reg%22%3A%22%22%7D
https://shop.clifbar.com/collections/low-glycemic,shop.clifbar.com,cart_currency,USD
https://shop.clifbar.com/collections/low-glycemic,shop.clifbar.com,localization,US
https://shop.clifbar.com/collections/low-glycemic,shop.clifbar.com,secure_customer_sig,
https://shop.clifbar.com/collections/clif-kid-zbar-filled,.clifbar.com,_cmp_a,%7B%22purposes%22%3A%7B%22a%22%3Atrue%2C%22p%22%3Atrue%2C%22m%22%3Atrue%2C%22t%22%3Atrue%7D%2C%22display_banner%22%3Afalse%2C%22sale_of_data_region%22%3Afalse%7D
https://shop.clifbar.com/collections/clif-kid-zbar-filled,.clifbar.com,_landing_page,%2Fcollections%2Fclif-kid-zbar-filled
https://shop.clifbar.com/collections/clif-kid-zbar-filled,.clifbar.com,_orig_referrer,
https://shop.clifbar.com/collections/clif-kid-zbar-filled,.clifbar.com,_shopify_s,8d91ad8c-bce1-4e2f-a943-0f31c7392e94
https://shop.clifbar.com/collections/clif-kid-zbar-filled,.clifbar.com,_shopify_y,2a4b35b9-1f67-4160-a404-93caeaacd7ef
https://shop.clifbar.com/collections/clif-kid-zbar-filled,.clifbar.com,_tracking_consent,%7B%22con%22%3A%7B%22CMP%22%3A%7B%22p%22%3A%22%22%2C%22s%22%3A%22%22%2C%22m%22%3A%22%22%2C%22a%22%3A%22%22%7D%7D%2C%22v%22%3A%222.1%22%2C%22region%22%3A%22USCO%22%2C%22reg%22%3A%22%22%7D
